Fecha,Hora,Turno,Boquilla,Peso (g)
2024-11-11,16:06,tarde,14,16.837
2024-11-11,16:12,tarde,15,16.4025
2024-11-11,16:18,tarde,16,16.719
2024-11-11,16:24,tarde,1,16.6892
2024-11-11,16:30,tarde,2,16.5847
2024-11-11,16:36,tarde,3,16.8089
2024-11-11,16:42,tarde,4,16.3451
2024-11-11,16:48,tarde,5,17.2279
2024-11-11,16:54,tarde,6,16.0064
2024-11-11,17:00,tarde,7,16.7945
2024-11-11,17:06,tarde,8,16.7017
2024-11-11,17:12,tarde,9,17.7626
2024-11-11,17:18,tarde,10,16.7543
2024-11-11,17:24,tarde,11,17.0931
2024-11-11,17:30,tarde,12,15.9847
2024-11-11,17:36,tarde,13,16.5154
2024-11-11,17:42,tarde,14,16.7812
2024-11-11,17:48,tarde,15,16.7104
2024-11-11,17:54,tarde,16,16.8578
2024-11-11,22:00,noche,1,15.8895
2024-11-11,22:06,noche,2,15.4135
2024-11-11,22:12,noche,3,15.8256
2024-11-11,22:18,noche,4,15.9687
2024-11-11,22:24,noche,5,16.0938
2024-11-11,22:30,noche,6,15.9305
2024-11-11,22:36,noche,7,16.1443
2024-11-11,22:42,noche,8,16.1377
2024-11-11,22:48,noche,9,15.3347
2024-11-11,22:54,noche,10,16.5027
2024-11-11,23:00,noche,11,15.8904
2024-11-11,23:06,noche,12,15.5429
2024-11-11,23:12,noche,13,15.2189
2024-11-11,23:18,noche,14,15.7886
2024-11-11,23:24,noche,15,15.3458
2024-11-11,23:30,noche,16,15.4475
2024-11-11,23:36,noche,1,15.3128
2024-11-11,23:42,noche,2,15.7459
2024-11-11,23:48,noche,3,16.2786
2024-11-11,23:54,noche,4,15.3827
2024-11-11,00:00,noche,5,16.1702
2024-11-11,00:06,noche,6,16.2132
2024-11-11,00:12,noche,7,15.5807
2024-11-11,00:18,noche,8,15.8829
2024-11-11,00:24,noche,9,16.3622
2024-11-11,00:30,noche,10,15.4831
2024-11-11,00:36,noche,11,15.3021
2024-11-11,00:42,noche,12,15.1435
2024-11-11,00:48,noche,13,16.0723
2024-11-11,00:54,noche,14,15.9644
2024-11-11,01:00,noche,15,15.7506
2024-11-11,01:06,noche,16,15.3547
2024-11-11,01:12,noche,1,15.5611
2024-11-11,01:18,noche,2,15.2216
2024-11-11,01:24,noche,3,15.3991
2024-11-11,01:30,noche,4,15.5289
2024-11-11,01:36,noche,5,15.2463
2024-11-11,01:42,noche,6,15.7574
2024-11-11,01:48,noche,7,15.8607
2024-11-11,01:54,noche,8,16.1489
2024-11-11,22:00,noche,9,15.7944
2024-11-11,22:06,noche,10,16.6898
2024-11-11,22:12,noche,11,15.2656
2024-11-11,22:18,noche,12,15.9682
2024-11-11,22:24,noche,13,15.6189
2024-11-11,22:30,noche,14,15.626
2024-11-11,22:36,noche,15,15.3824
2024-11-11,22:42,noche,16,15.2942
2024-11-11,22:48,noche,1,15.4826
2024-11-11,22:54,noche,2,15.6764
2024-11-11,23:00,noche,3,15.2023
2024-11-11,23:06,noche,4,15.6233
2024-11-11,23:12,noche,5,16.1367
2024-11-11,23:18,noche,6,15.3451
2024-11-11,23:24,noche,7,15.8513
2024-11-11,23:30,noche,8,15.2613
2024-11-11,23:36,noche,9,15.3281
2024-11-11,23:42,noche,10,15.3384
2024-11-11,23:48,noche,11,16.0817
2024-11-11,23:54,noche,12,15.5894
2024-11-11,00:00,noche,13,15.5078
2024-11-11,00:06,noche,14,15.9408
2024-11-11,00:12,noche,15,15.1748
2024-11-11,00:18,noche,16,15.6506
2024-11-11,00:24,noche,1,15.4503
2024-11-11,00:30,noche,2,15.4991
2024-11-11,00:36,noche,3,15.6797
2024-11-11,00:42,noche,4,15.1559
2024-11-11,00:48,noche,5,15.9184
2024-11-11,00:54,noche,6,15.3399
2024-11-11,01:00,noche,7,15.9874
2024-11-11,01:06,noche,8,15.3858
2024-11-11,01:12,noche,9,15.7264
2024-11-11,01:18,noche,10,16.0042
2024-11-11,01:24,noche,11,15.6839
2024-11-11,01:30,noche,12,15.2335
2024-11-11,01:36,noche,13,15.7319
2024-11-11,01:42,noche,14,15.3903
2024-11-11,01:48,noche,15,15.5515
2024-11-11,01:54,noche,16,15.8665
2024-11-11,22:00,noche,1,15.2613
2024-11-11,22:06,noche,2,16.3054
2024-11-11,22:12,noche,3,15.9984
2024-11-11,22:18,noche,4,15.6444
2024-11-11,22:24,noche,5,17.0043
2024-11-11,22:30,noche,6,15.6757
2024-11-11,22:36,noche,7,15.7809
2024-11-11,22:42,noche,8,15.6537
2024-11-11,22:48,noche,9,15.8325
2024-11-11,22:54,noche,10,16.0239
2024-11-11,23:00,noche,11,16.1251
2024-11-11,23:06,noche,12,16.1414
2024-11-11,23:12,noche,13,15.8029
2024-11-11,23:18,noche,14,15.9169
2024-11-11,23:24,noche,15,15.8634
2024-11-11,23:30,noche,16,15.4556
2024-11-11,23:36,noche,1,16.1493
2024-11-11,23:42,noche,2,15.7915
2024-11-11,23:48,noche,3,15.4163
2024-11-11,23:54,noche,4,15.557
2024-11-11,00:00,noche,5,15.496
2024-11-11,00:06,noche,6,15.3867
2024-11-11,00:12,noche,7,15.1498
2024-11-11,00:18,noche,8,14.9954
2024-11-11,00:24,noche,9,15.7395
2024-11-11,00:30,noche,10,15.662
2024-11-11,00:36,noche,11,15.0311
2024-11-11,00:42,noche,12,15.5087
2024-11-11,00:48,noche,13,15.3397
2024-11-11,00:54,noche,14,15.4047
2024-11-11,01:00,noche,15,15.4712
2024-11-11,01:06,noche,16,15.8561
2024-11-11,01:12,noche,1,16.0864
2024-11-11,01:18,noche,2,16.0084
2024-11-11,01:24,noche,3,15.0962
2024-11-11,01:30,noche,4,15.7585
2024-11-11,01:36,noche,5,15.3042
2024-11-11,01:42,noche,6,15.2775
2024-11-11,01:48,noche,7,15.9328
2024-11-11,01:54,noche,8,15.9168
2024-11-11,22:00,noche,9,15.4803
2024-11-11,22:06,noche,10,15.7061
2024-11-11,22:12,noche,11,16.4727
2024-11-11,22:18,noche,12,15.7905
2024-11-11,22:24,noche,13,15.3495
2024-11-11,22:30,noche,14,15.239
2024-11-11,22:36,noche,15,15.6437
2024-11-11,22:42,noche,16,15.7057
2024-11-11,22:48,noche,1,15.492
2024-11-11,22:54,noche,2,15.9576
2024-11-11,23:00,noche,3,15.8996
2024-11-11,23:06,noche,4,15.5604
2024-11-11,23:12,noche,5,15.8771
2024-11-11,23:18,noche,6,15.5457
2024-11-11,23:24,noche,7,16.1577
2024-11-11,23:30,noche,8,15.867
2024-11-11,23:36,noche,9,15.7019
2024-11-11,23:42,noche,10,14.9762
2024-11-11,23:48,noche,11,16.0071
2024-11-11,23:54,noche,12,15.6932
2024-11-11,00:00,noche,13,16.0345
2024-11-11,00:06,noche,14,15.6973
2024-11-11,00:12,noche,15,16.123
2024-11-11,00:18,noche,16,15.7492
2024-11-11,00:24,noche,1,15.7438
2024-11-11,00:30,noche,2,15.0857
2024-11-11,00:36,noche,3,15.778
2024-11-11,00:42,noche,4,16.0292
2024-11-11,00:48,noche,5,15.9962
2024-11-11,00:54,noche,6,16.2082
2024-11-11,01:00,noche,7,15.3548
2024-11-11,01:06,noche,8,15.5478
2024-11-11,01:12,noche,9,15.8118
2024-11-11,01:18,noche,10,15.5947
2024-11-11,01:24,noche,11,15.3802
2024-11-11,01:30,noche,12,15.16
2024-11-11,01:36,noche,13,15.363
2024-11-11,01:42,noche,14,16.0151
2024-11-11,01:48,noche,15,16.1348
2024-11-11,01:54,noche,16,15.56
2024-11-12,06:00,mañana,1,16.5122
2024-11-12,06:06,mañana,2,15.6151
2024-11-12,06:12,mañana,3,16.4974
2024-11-12,06:18,mañana,4,16.538
2024-11-12,06:24,mañana,5,16.0695
2024-11-12,06:30,mañana,6,16.5796
2024-11-12,06:36,mañana,7,16.6715
2024-11-12,06:42,mañana,8,16.9378
2024-11-12,06:48,mañana,9,16.5147
2024-11-12,06:54,mañana,10,16.0988
2024-11-12,07:00,mañana,11,16.8141
2024-11-12,07:06,mañana,12,17.0481
2024-11-12,07:12,mañana,13,15.2909
2024-11-12,07:18,mañana,14,16.7317
2024-11-12,07:24,mañana,15,16.1098
2024-11-12,07:30,mañana,16,16.512
2024-11-12,07:36,mañana,1,16.8234
2024-11-12,07:42,mañana,2,16.2826
2024-11-12,07:48,mañana,3,16.0566
2024-11-12,07:54,mañana,4,16.1838
2024-11-12,08:00,mañana,5,16.402
2024-11-12,08:06,mañana,6,16.6845
2024-11-12,08:12,mañana,7,16.646
2024-11-12,08:18,mañana,8,16.4893
2024-11-12,08:24,mañana,9,16.7539
2024-11-12,08:30,mañana,10,15.748
2024-11-12,08:36,mañana,11,15.9287
2024-11-12,08:42,mañana,12,16.1794
2024-11-12,08:48,mañana,13,16.3276
2024-11-12,08:54,mañana,14,16.6485
2024-11-12,09:00,mañana,15,16.1176
2024-11-12,09:06,mañana,16,16.8823
2024-11-12,09:12,mañana,1,16.5091
2024-11-12,09:18,mañana,2,15.6327
2024-11-12,09:24,mañana,3,16.3581
2024-11-12,09:30,mañana,4,16.2645
2024-11-12,09:36,mañana,5,16.4901
2024-11-12,09:42,mañana,6,16.0963
2024-11-12,09:48,mañana,7,16.851
2024-11-12,09:54,mañana,8,16.2675
2024-11-12,06:00,mañana,9,16.1025
2024-11-12,06:06,mañana,10,16.4702
2024-11-12,06:12,mañana,11,15.9414
2024-11-12,06:18,mañana,12,16.6224
2024-11-12,06:24,mañana,13,16.4601
2024-11-12,06:30,mañana,14,16.6661
2024-11-12,06:36,mañana,15,16.7375
2024-11-12,06:42,mañana,16,16.6336
2024-11-12,06:48,mañana,1,16.0142
2024-11-12,06:54,mañana,2,16.4212
2024-11-12,07:00,mañana,3,16.9096
2024-11-12,07:06,mañana,4,17.1194
2024-11-12,07:12,mañana,5,17.1794
2024-11-12,07:18,mañana,6,16.1994
2024-11-12,07:24,mañana,7,16.7193
2024-11-12,07:30,mañana,8,16.5474
2024-11-12,07:36,mañana,9,17.12
2024-11-12,07:42,mañana,10,16.3553
2024-11-12,07:48,mañana,11,15.5555
2024-11-12,07:54,mañana,12,16.8021
2024-11-12,08:00,mañana,13,16.7574
2024-11-12,08:06,mañana,14,15.5387
2024-11-12,08:12,mañana,15,16.1734
2024-11-12,08:18,mañana,16,16.7368
2024-11-12,08:24,mañana,1,16.6253
2024-11-12,08:30,mañana,2,15.9836
2024-11-12,08:36,mañana,3,16.4202
2024-11-12,08:42,mañana,4,16.2776
2024-11-12,08:48,mañana,5,15.9016
2024-11-12,08:54,mañana,6,16.2285
2024-11-12,09:00,mañana,7,16.6761
2024-11-12,09:06,mañana,8,15.9697
2024-11-12,09:12,mañana,9,16.3602
2024-11-12,09:18,mañana,10,15.7499
2024-11-12,09:24,mañana,11,16.2144
2024-11-12,09:30,mañana,12,16.4847
2024-11-12,09:36,mañana,13,16.3927
2024-11-12,09:42,mañana,14,16.0737
2024-11-12,09:48,mañana,15,16.0398
2024-11-12,09:54,mañana,16,16.3528
2024-11-12,06:00,mañana,1,16.0565
2024-11-12,06:06,mañana,2,16.5323
2024-11-12,06:12,mañana,3,16.7013
2024-11-12,06:18,mañana,4,16.4196
2024-11-12,06:24,mañana,5,16.8261
2024-11-12,06:30,mañana,6,16.0889
2024-11-12,06:36,mañana,7,16.0212
2024-11-12,06:42,mañana,8,15.8758
2024-11-12,06:48,mañana,9,15.6724
2024-11-12,06:54,mañana,10,16.2276
2024-11-12,07:00,mañana,11,16.9538
2024-11-12,07:06,mañana,12,16.3713
2024-11-12,07:12,mañana,13,16.2058
2024-11-12,07:18,mañana,14,16.066
2024-11-12,07:24,mañana,15,16.581
2024-11-12,07:30,mañana,16,16.2035
2024-11-12,07:36,mañana,1,16.0665
2024-11-12,07:42,mañana,2,16.1194
2024-11-12,07:48,mañana,3,16.1492
2024-11-12,07:54,mañana,4,15.9127
2024-11-12,08:00,mañana,5,16.8988
2024-11-12,08:06,mañana,6,16.2367
2024-11-12,08:12,mañana,7,16.3662
2024-11-12,08:18,mañana,8,16.6963
2024-11-12,08:24,mañana,9,16.3766
2024-11-12,08:30,mañana,10,16.146
2024-11-12,08:36,mañana,11,16.1524
2024-11-12,08:42,mañana,12,16.5241
2024-11-12,08:48,mañana,13,16.5731
2024-11-12,08:54,mañana,14,16.5102
2024-11-12,09:00,mañana,15,16.2543
2024-11-12,09:06,mañana,16,16.7158
2024-11-12,09:12,mañana,1,16.1822
2024-11-12,09:18,mañana,2,16.8348
2024-11-12,09:24,mañana,3,16.7195
2024-11-12,09:30,mañana,4,15.8131
2024-11-12,09:36,mañana,5,16.3941
2024-11-12,09:42,mañana,6,16.7792
2024-11-12,09:48,mañana,7,16.7643
2024-11-12,09:54,mañana,8,16.1049
2024-11-12,06:00,mañana,9,16.4066
2024-11-12,06:06,mañana,10,16.4792
2024-11-12,06:12,mañana,11,16.2072
2024-11-12,06:18,mañana,12,16.5131
2024-11-12,06:24,mañana,13,16.4548
2024-11-12,06:30,mañana,14,16.9157
2024-11-12,06:36,mañana,15,16.6393
2024-11-12,06:42,mañana,16,16.2117
2024-11-12,06:48,mañana,1,16.8716
2024-11-12,06:54,mañana,2,17.2056
2024-11-12,07:00,mañana,3,16.6
2024-11-12,07:06,mañana,4,16.6743
2024-11-12,07:12,mañana,5,16.4386
2024-11-12,07:18,mañana,6,16.3738
2024-11-12,07:24,mañana,7,16.4944
2024-11-12,07:30,mañana,8,16.0756
2024-11-12,07:36,mañana,9,16.517
2024-11-12,07:42,mañana,10,15.8974
2024-11-12,07:48,mañana,11,16.2635
2024-11-12,07:54,mañana,12,16.8388
2024-11-12,08:00,mañana,13,16.9871
2024-11-12,08:06,mañana,14,16.2653
2024-11-12,08:12,mañana,15,16.4464
2024-11-12,08:18,mañana,16,15.9235
2024-11-12,08:24,mañana,1,16.2437
2024-11-12,08:30,mañana,2,16.3619
2024-11-12,08:36,mañana,3,16.4934
2024-11-12,08:42,mañana,4,16.3072
2024-11-12,08:48,mañana,5,16.58
2024-11-12,08:54,mañana,6,16.2035
2024-11-12,09:00,mañana,7,15.9651
2024-11-12,09:06,mañana,8,16.3938
2024-11-12,09:12,mañana,9,16.576
2024-11-12,09:18,mañana,10,16.1965
2024-11-12,09:24,mañana,11,16.4455
2024-11-12,09:30,mañana,12,16.7081
2024-11-12,09:36,mañana,13,16.053
2024-11-12,09:42,mañana,14,16.1884
2024-11-12,09:48,mañana,15,16.4369
2024-11-12,09:54,mañana,16,15.5821
2024-11-12,14:00,tarde,1,16.7738
2024-11-12,14:06,tarde,2,16.5821
2024-11-12,14:12,tarde,3,16.5179
2024-11-12,14:18,tarde,4,17.2003
2024-11-12,14:24,tarde,5,16.4448
2024-11-12,14:30,tarde,6,16.893
2024-11-12,14:36,tarde,7,16.4052
2024-11-12,14:42,tarde,8,17.0513
2024-11-12,14:48,tarde,9,16.4981
2024-11-12,14:54,tarde,10,17.1707
2024-11-12,15:00,tarde,11,16.6419
2024-11-12,15:06,tarde,12,16.3379
2024-11-12,15:12,tarde,13,16.7647
2024-11-12,15:18,tarde,14,16.5677
2024-11-12,15:24,tarde,15,16.9103
2024-11-12,15:30,tarde,16,17.2292
2024-11-12,15:36,tarde,1,17.3819
2024-11-12,15:42,tarde,2,16.76
2024-11-12,15:48,tarde,3,16.9006
2024-11-12,15:54,tarde,4,17.0742
2024-11-12,16:00,tarde,5,16.5508
2024-11-12,16:06,tarde,6,17.1164
2024-11-12,16:12,tarde,7,16.3021
2024-11-12,16:18,tarde,8,17.2884
2024-11-12,16:24,tarde,9,16.7146
2024-11-12,16:30,tarde,10,16.5608
2024-11-12,16:36,tarde,11,16.383
2024-11-12,16:42,tarde,12,16.5086
2024-11-12,16:48,tarde,13,16.0121
2024-11-12,16:54,tarde,14,16.3423
2024-11-12,17:00,tarde,15,16.5371
2024-11-12,17:06,tarde,16,16.7037
2024-11-12,17:12,tarde,1,16.1942
2024-11-12,17:18,tarde,2,16.5057
2024-11-12,17:24,tarde,3,17.2371
2024-11-12,17:30,tarde,4,16.9245
2024-11-12,17:36,tarde,5,16.5349
2024-11-12,17:42,tarde,6,16.4489
2024-11-12,17:48,tarde,7,16.717
2024-11-12,17:54,tarde,8,16.9145
2024-11-12,14:00,tarde,9,17.378
2024-11-12,14:06,tarde,10,17.1792
2024-11-12,14:12,tarde,11,16.4678
2024-11-12,14:18,tarde,12,16.5737
2024-11-12,14:24,tarde,13,17.4475
2024-11-12,14:30,tarde,14,16.8291
2024-11-12,14:36,tarde,15,16.7598
2024-11-12,14:42,tarde,16,16.0328
2024-11-12,14:48,tarde,1,16.3008
2024-11-12,14:54,tarde,2,16.562
2024-11-12,15:00,tarde,3,16.268
2024-11-12,15:06,tarde,4,16.7796
2024-11-12,15:12,tarde,5,16.4481
2024-11-12,15:18,tarde,6,16.6276
2024-11-12,15:24,tarde,7,16.7049
2024-11-12,15:30,tarde,8,16.5663
2024-11-12,15:36,tarde,9,16.4221
2024-11-12,15:42,tarde,10,16.3844
2024-11-12,15:48,tarde,11,16.8182
2024-11-12,15:54,tarde,12,17.1081
2024-11-12,16:00,tarde,13,16.5138
2024-11-12,16:06,tarde,14,16.9545
2024-11-12,16:12,tarde,15,16.9469
2024-11-12,16:18,tarde,16,17.0195
2024-11-12,16:24,tarde,1,16.5679
2024-11-12,16:30,tarde,2,16.8628
2024-11-12,16:36,tarde,3,16.892
2024-11-12,16:42,tarde,4,17.3278
2024-11-12,16:48,tarde,5,16.6158
2024-11-12,16:54,tarde,6,17.0805
2024-11-12,17:00,tarde,7,17.2348
2024-11-12,17:06,tarde,8,16.6333
2024-11-12,17:12,tarde,9,16.3596
2024-11-12,17:18,tarde,10,16.5667
2024-11-12,17:24,tarde,11,16.928
2024-11-12,17:30,tarde,12,16.5843
2024-11-12,17:36,tarde,13,16.3105
2024-11-12,17:42,tarde,14,16.5162
2024-11-12,17:48,tarde,15,16.1407
2024-11-12,17:54,tarde,16,17.0297
2024-11-12,14:00,tarde,1,16.4812
2024-11-12,14:06,tarde,2,16.3804
2024-11-12,14:12,tarde,3,16.5513
2024-11-12,14:18,tarde,4,16.8191
2024-11-12,14:24,tarde,5,17.0649
2024-11-12,14:30,tarde,6,17.4561
2024-11-12,14:36,tarde,7,16.8556
2024-11-12,14:42,tarde,8,16.1929
2024-11-12,14:48,tarde,9,16.2895
2024-11-12,14:54,tarde,10,16.4752
2024-11-12,15:00,tarde,11,16.825
2024-11-12,15:06,tarde,12,16.5636
2024-11-12,15:12,tarde,13,17.0388
2024-11-12,15:18,tarde,14,16.5002
2024-11-12,15:24,tarde,15,15.4648
2024-11-12,15:30,tarde,16,16.3599
2024-11-12,15:36,tarde,1,16.9007
2024-11-12,15:42,tarde,2,17.1745
2024-11-12,15:48,tarde,3,16.5023
2024-11-12,15:54,tarde,4,17.1047
2024-11-12,16:00,tarde,5,16.6335
2024-11-12,16:06,tarde,6,16.0524
2024-11-12,16:12,tarde,7,16.6561
2024-11-12,16:18,tarde,8,16.4213
2024-11-12,16:24,tarde,9,16.5668
2024-11-12,16:30,tarde,10,16.6197
2024-11-12,16:36,tarde,11,16.2389
2024-11-12,16:42,tarde,12,17.2251
2024-11-12,16:48,tarde,13,16.6201
2024-11-12,16:54,tarde,14,16.2613
2024-11-12,17:00,tarde,15,16.7297
2024-11-12,17:06,tarde,16,17.1585
2024-11-12,17:12,tarde,1,16.4638
2024-11-12,17:18,tarde,2,16.9755
2024-11-12,17:24,tarde,3,16.9955
2024-11-12,17:30,tarde,4,16.574
2024-11-12,17:36,tarde,5,16.5481
2024-11-12,17:42,tarde,6,17.0703
2024-11-12,17:48,tarde,7,16.8511
2024-11-12,17:54,tarde,8,16.9311
2024-11-12,14:00,tarde,9,16.2769
2024-11-12,14:06,tarde,10,16.9456
2024-11-12,14:12,tarde,11,17.4288
2024-11-12,14:18,tarde,12,16.5769
2024-11-12,14:24,tarde,13,16.482
2024-11-12,14:30,tarde,14,16.0297
2024-11-12,14:36,tarde,15,16.8562
2024-11-12,14:42,tarde,16,16.2891
2024-11-12,14:48,tarde,1,16.9489
2024-11-12,14:54,tarde,2,16.7417
2024-11-12,15:00,tarde,3,16.3349
2024-11-12,15:06,tarde,4,16.779
2024-11-12,15:12,tarde,5,16.55
2024-11-12,15:18,tarde,6,16.4647
2024-11-12,15:24,tarde,7,16.8144
2024-11-12,15:30,tarde,8,16.6842
2024-11-12,15:36,tarde,9,16.8776
2024-11-12,15:42,tarde,10,16.9394
2024-11-12,15:48,tarde,11,16.0119
2024-11-12,15:54,tarde,12,16.9362
2024-11-12,16:00,tarde,13,16.506
2024-11-12,16:06,tarde,14,16.8898
2024-11-12,16:12,tarde,15,16.978
2024-11-12,16:18,tarde,16,16.4127
2024-11-12,16:24,tarde,1,17.3435
2024-11-12,16:30,tarde,2,16.2169
2024-11-12,16:36,tarde,3,16.9526
2024-11-12,16:42,tarde,4,16.5025
2024-11-12,16:48,tarde,5,17.0845
2024-11-12,16:54,tarde,6,16.3166
2024-11-12,17:00,tarde,7,16.7196
2024-11-12,17:06,tarde,8,16.687
2024-11-12,17:12,tarde,9,16.7782
2024-11-12,17:18,tarde,10,16.4961
2024-11-12,17:24,tarde,11,16.3661
2024-11-12,17:30,tarde,12,16.3845
2024-11-12,17:36,tarde,13,16.3589
2024-11-12,17:42,tarde,14,16.4337
2024-11-12,17:48,tarde,15,16.7219
2024-11-12,17:54,tarde,16,16.3018
2024-11-12,22:00,noche,1,14.9652
2024-11-12,22:06,noche,2,14.985
2024-11-12,22:12,noche,3,15.5993
2024-11-12,22:18,noche,4,15.8009
2024-11-12,22:24,noche,5,15.1781
2024-11-12,22:30,noche,6,15.3827
2024-11-12,22:36,noche,7,15.3602
2024-11-12,22:42,noche,8,16.067
2024-11-12,22:48,noche,9,15.4411
2024-11-12,22:54,noche,10,16.0126
2024-11-12,23:00,noche,11,15.4585
2024-11-12,23:06,noche,12,15.5882
2024-11-12,23:12,noche,13,15.6508
2024-11-12,23:18,noche,14,15.0233
2024-11-12,23:24,noche,15,15.7072
2024-11-12,23:30,noche,16,15.6505
2024-11-12,23:36,noche,1,15.7528
2024-11-12,23:42,noche,2,15.4908
2024-11-12,23:48,noche,3,15.3283
2024-11-12,23:54,noche,4,15.162
2024-11-12,00:00,noche,5,15.6616
2024-11-12,00:06,noche,6,15.8945
2024-11-12,00:12,noche,7,15.6332
2024-11-12,00:18,noche,8,15.4178
2024-11-12,00:24,noche,9,15.1246
2024-11-12,00:30,noche,10,15.8449
2024-11-12,00:36,noche,11,15.4137
2024-11-12,00:42,noche,12,15.4368
2024-11-12,00:48,noche,13,15.5063
2024-11-12,00:54,noche,14,15.5799
2024-11-12,01:00,noche,15,15.9786
2024-11-12,01:06,noche,16,15.6803
2024-11-12,01:12,noche,1,15.9499
2024-11-12,01:18,noche,2,15.5937
2024-11-12,01:24,noche,3,16.0214
2024-11-12,01:30,noche,4,15.2097
2024-11-12,01:36,noche,5,15.7002
2024-11-12,01:42,noche,6,16.0121
2024-11-12,01:48,noche,7,15.8588
2024-11-12,01:54,noche,8,15.5492
2024-11-12,22:00,noche,9,15.4213
2024-11-12,22:06,noche,10,16.0273
2024-11-12,22:12,noche,11,15.082
2024-11-12,22:18,noche,12,15.4509
2024-11-12,22:24,noche,13,16.7541
2024-11-12,22:30,noche,14,15.934
2024-11-12,22:36,noche,15,15.7479
2024-11-12,22:42,noche,16,15.9273
2024-11-12,22:48,noche,1,15.7722
2024-11-12,22:54,noche,2,15.6649
2024-11-12,23:00,noche,3,14.9244
2024-11-12,23:06,noche,4,15.8752
2024-11-12,23:12,noche,5,15.7947
2024-11-12,23:18,noche,6,14.4709
2024-11-12,23:24,noche,7,16.0735
2024-11-12,23:30,noche,8,15.6038
2024-11-12,23:36,noche,9,15.6365
2024-11-12,23:42,noche,10,15.6894
2024-11-12,23:48,noche,11,15.7647
2024-11-12,23:54,noche,12,15.9256
2024-11-12,00:00,noche,13,15.6889
2024-11-12,00:06,noche,14,15.2642
2024-11-12,00:12,noche,15,16.4341
2024-11-12,00:18,noche,16,16.4146
2024-11-12,00:24,noche,1,15.6407
2024-11-12,00:30,noche,2,15.6235
2024-11-12,00:36,noche,3,15.7008
2024-11-12,00:42,noche,4,15.9394
2024-11-12,00:48,noche,5,15.9015
2024-11-12,00:54,noche,6,16.1256
2024-11-12,01:00,noche,7,14.7941
2024-11-12,01:06,noche,8,15.3664
2024-11-12,01:12,noche,9,15.8462
2024-11-12,01:18,noche,10,15.2704
2024-11-12,01:24,noche,11,14.8641
2024-11-12,01:30,noche,12,15.4793
2024-11-12,01:36,noche,13,15.9617
2024-11-12,01:42,noche,14,16.2591
2024-11-12,01:48,noche,15,16.0365
2024-11-12,01:54,noche,16,15.4449
2024-11-12,22:00,noche,1,15.3444
2024-11-12,22:06,noche,2,15.9063
2024-11-12,22:12,noche,3,15.4758
2024-11-12,22:18,noche,4,15.5703
2024-11-12,22:24,noche,5,15.9138
2024-11-12,22:30,noche,6,15.9638
2024-11-12,22:36,noche,7,15.5678
2024-11-12,22:42,noche,8,15.6103
2024-11-12,22:48,noche,9,15.8356
2024-11-12,22:54,noche,10,15.9417
2024-11-12,23:00,noche,11,15.3732
2024-11-12,23:06,noche,12,15.4681
2024-11-12,23:12,noche,13,15.2708
2024-11-12,23:18,noche,14,15.2131
2024-11-12,23:24,noche,15,15.878
2024-11-12,23:30,noche,16,15.9022
2024-11-12,23:36,noche,1,15.4939
2024-11-12,23:42,noche,2,15.7248
2024-11-12,23:48,noche,3,16.0144
2024-11-12,23:54,noche,4,16.2747
2024-11-12,00:00,noche,5,15.8671
2024-11-12,00:06,noche,6,16.2464
2024-11-12,00:12,noche,7,14.9916
2024-11-12,00:18,noche,8,15.8015
2024-11-12,00:24,noche,9,16.1128
2024-11-12,00:30,noche,10,15.9359
2024-11-12,00:36,noche,11,16.0464
2024-11-12,00:42,noche,12,15.8044
2024-11-12,00:48,noche,13,15.3134
2024-11-12,00:54,noche,14,15.6714
2024-11-12,01:00,noche,15,15.9715
2024-11-12,01:06,noche,16,15.8101
2024-11-12,01:12,noche,1,15.6435
2024-11-12,01:18,noche,2,15.9666
2024-11-12,01:24,noche,3,15.6974
2024-11-12,01:30,noche,4,16.0094
2024-11-12,01:36,noche,5,15.8523
2024-11-12,01:42,noche,6,16.052
2024-11-12,01:48,noche,7,16.3208
2024-11-12,01:54,noche,8,15.7947
2024-11-12,22:00,noche,9,16.0083
2024-11-12,22:06,noche,10,15.3625
2024-11-12,22:12,noche,11,15.5297
2024-11-12,22:18,noche,12,15.2757
2024-11-12,22:24,noche,13,16.1015
2024-11-12,22:30,noche,14,15.4146
2024-11-12,22:36,noche,15,16.32
2024-11-12,22:42,noche,16,16.2302
2024-11-12,22:48,noche,1,14.8608
2024-11-12,22:54,noche,2,15.2537
2024-11-12,23:00,noche,3,15.9322
2024-11-12,23:06,noche,4,15.1347
2024-11-12,23:12,noche,5,15.4699
2024-11-12,23:18,noche,6,16.0308
2024-11-12,23:24,noche,7,16.2636
2024-11-12,23:30,noche,8,15.4387
2024-11-12,23:36,noche,9,15.704
2024-11-12,23:42,noche,10,15.571
2024-11-12,23:48,noche,11,15.6055
2024-11-12,23:54,noche,12,15.8715
2024-11-12,00:00,noche,13,15.926
2024-11-12,00:06,noche,14,15.0296
2024-11-12,00:12,noche,15,15.2042
2024-11-12,00:18,noche,16,15.7017
2024-11-12,00:24,noche,1,15.6687
2024-11-12,00:30,noche,2,15.478
2024-11-12,00:36,noche,3,15.8006
2024-11-12,00:42,noche,4,15.7072
2024-11-12,00:48,noche,5,16.0427
2024-11-12,00:54,noche,6,15.6356
2024-11-12,01:00,noche,7,15.696
2024-11-12,01:06,noche,8,15.7027
2024-11-12,01:12,noche,9,15.9714
