Fecha,Hora,Turno,Boquilla,Peso (g),Etapa
2024-11-06,14:20,tarde,4,4.4865,Post ML - Crema
2024-11-06,14:20,tarde,5,4.4297,Post ML - Crema
2024-11-06,14:20,tarde,6,5.1949,Post ML - Crema
2024-11-06,14:20,tarde,7,3.1545,Post ML - Crema
2024-11-06,14:20,tarde,8,3.6918,Post ML - Crema
2024-11-06,14:20,tarde,9,3.8117,Post ML - Crema
2024-11-06,14:20,tarde,10,4.2401,Post ML - Crema
2024-11-06,14:20,tarde,11,4.2966,Post ML - Crema
2024-11-06,14:20,tarde,12,3.6452,Post ML - Crema
2024-11-06,14:20,tarde,13,3.9167,Post ML - Crema
2024-11-06,14:20,tarde,14,3.9017,Post ML - Crema
2024-11-06,14:20,tarde,15,5.4215,Post ML - Crema
2024-11-06,14:20,tarde,16,4.9903,Post ML - Crema
2024-11-06,14:30,tarde,1,4.2149,Post ML - Crema
2024-11-06,14:30,tarde,2,4.2399,Post ML - Crema
2024-11-06,14:30,tarde,3,3.8314,Post ML - Crema
2024-11-06,14:30,tarde,4,3.4368,Post ML - Crema
2024-11-06,14:30,tarde,5,4.3682,Post ML - Crema
2024-11-06,14:30,tarde,6,3.9101,Post ML - Crema
2024-11-06,14:30,tarde,7,4.3849,Post ML - Crema
2024-11-06,14:30,tarde,8,3.5969,Post ML - Crema
2024-11-06,14:30,tarde,9,4.0328,Post ML - Crema
2024-11-06,14:30,tarde,10,4.5063,Post ML - Crema
2024-11-06,14:30,tarde,11,4.6194,Post ML - Crema
2024-11-06,14:30,tarde,12,4.6461,Post ML - Crema
2024-11-06,14:30,tarde,13,3.7423,Post ML - Crema
2024-11-06,14:30,tarde,14,4.776,Post ML - Crema
2024-11-06,14:30,tarde,15,3.8122,Post ML - Crema
2024-11-06,14:30,tarde,16,4.425,Post ML - Crema
2024-11-06,14:40,tarde,1,4.4235,Post ML - Crema
2024-11-06,14:40,tarde,2,3.7133,Post ML - Crema
2024-11-06,14:40,tarde,3,4.2646,Post ML - Crema
2024-11-06,14:40,tarde,4,4.619,Post ML - Crema
2024-11-06,14:40,tarde,5,4.7477,Post ML - Crema
2024-11-06,14:40,tarde,6,4.3557,Post ML - Crema
2024-11-06,14:40,tarde,7,5.2255,Post ML - Crema
2024-11-06,14:40,tarde,8,4.9529,Post ML - Crema
2024-11-06,14:40,tarde,9,4.2955,Post ML - Crema
2024-11-06,14:40,tarde,10,4.8191,Post ML - Crema
2024-11-06,14:40,tarde,11,5.4346,Post ML - Crema
2024-11-06,14:40,tarde,12,5.4485,Post ML - Crema
2024-11-06,14:40,tarde,13,3.7904,Post ML - Crema
2024-11-06,14:40,tarde,14,3.8683,Post ML - Crema
2024-11-06,14:40,tarde,15,4.9411,Post ML - Crema
2024-11-06,14:40,tarde,16,3.6072,Post ML - Crema
2024-11-06,14:50,tarde,1,3.7413,Post ML - Crema
2024-11-06,14:50,tarde,2,4.1762,Post ML - Crema
2024-11-06,14:50,tarde,3,4.6475,Post ML - Crema
2024-11-06,14:50,tarde,4,4.3758,Post ML - Crema
2024-11-06,14:50,tarde,5,4.0907,Post ML - Crema
2024-11-06,14:50,tarde,6,4.0784,Post ML - Crema
2024-11-06,14:50,tarde,7,4.0586,Post ML - Crema
2024-11-06,14:50,tarde,8,3.9717,Post ML - Crema
2024-11-06,14:50,tarde,9,5.6154,Post ML - Crema
2024-11-06,14:50,tarde,10,4.5837,Post ML - Crema
2024-11-06,14:50,tarde,11,4.8901,Post ML - Crema
2024-11-06,14:50,tarde,12,4.1747,Post ML - Crema
2024-11-06,14:50,tarde,13,4.3323,Post ML - Crema
2024-11-06,14:50,tarde,14,3.9768,Post ML - Crema
2024-11-06,14:50,tarde,15,2.8976,Post ML - Crema
2024-11-06,14:50,tarde,16,3.4526,Post ML - Crema
2024-11-06,15:00,tarde,1,3.4875,Post ML - Crema
2024-11-06,15:00,tarde,2,3.2591,Post ML - Crema
2024-11-06,15:00,tarde,3,3.8074,Post ML - Crema
2024-11-06,15:00,tarde,4,5.118,Post ML - Crema
2024-11-06,15:00,tarde,5,4.4059,Post ML - Crema
2024-11-06,15:00,tarde,6,5.1001,Post ML - Crema
2024-11-06,15:00,tarde,7,4.6427,Post ML - Crema
2024-11-06,15:00,tarde,8,4.8359,Post ML - Crema
2024-11-06,15:00,tarde,9,3.9605,Post ML - Crema
2024-11-06,15:00,tarde,10,4.7015,Post ML - Crema
2024-11-06,15:00,tarde,11,4.8079,Post ML - Crema
2024-11-06,15:00,tarde,12,4.1291,Post ML - Crema
2024-11-06,15:00,tarde,13,4.72,Post ML - Crema
2024-11-06,15:00,tarde,14,4.6289,Post ML - Crema
2024-11-06,15:00,tarde,15,3.9361,Post ML - Crema
2024-11-06,15:00,tarde,16,3.576,Post ML - Crema
2024-11-06,15:10,tarde,1,3.8133,Post ML - Crema
2024-11-06,15:10,tarde,2,4.474,Post ML - Crema
2024-11-06,15:10,tarde,3,4.599,Post ML - Crema
2024-11-06,15:10,tarde,4,4.0169,Post ML - Crema
2024-11-06,15:10,tarde,5,4.4428,Post ML - Crema
2024-11-06,15:10,tarde,6,4.7257,Post ML - Crema
2024-11-06,15:10,tarde,7,4.7505,Post ML - Crema
2024-11-06,15:10,tarde,8,5.236,Post ML - Crema
2024-11-06,15:10,tarde,9,5.093,Post ML - Crema
2024-11-06,15:10,tarde,10,3.9083,Post ML - Crema
2024-11-06,15:10,tarde,11,5.3045,Post ML - Crema
2024-11-06,15:10,tarde,12,4.1529,Post ML - Crema
2024-11-06,15:10,tarde,13,4.9723,Post ML - Crema
2024-11-06,15:10,tarde,14,4.3751,Post ML - Crema
2024-11-06,15:10,tarde,15,4.0039,Post ML - Crema
2024-11-06,15:10,tarde,16,3.2448,Post ML - Crema
2024-11-06,15:20,tarde,1,4.3398,Post ML - Crema
2024-11-06,15:20,tarde,2,3.6181,Post ML - Crema
2024-11-06,15:20,tarde,3,4.932,Post ML - Crema
2024-11-06,15:20,tarde,4,5.2177,Post ML - Crema
2024-11-06,15:20,tarde,5,4.0146,Post ML - Crema
2024-11-06,15:20,tarde,6,4.586,Post ML - Crema
2024-11-06,15:20,tarde,7,4.0518,Post ML - Crema
2024-11-06,15:20,tarde,8,4.1022,Post ML - Crema
2024-11-06,15:20,tarde,9,4.8317,Post ML - Crema
2024-11-06,15:20,tarde,10,4.409,Post ML - Crema
2024-11-06,15:20,tarde,11,5.3336,Post ML - Crema
2024-11-06,15:20,tarde,12,4.1782,Post ML - Crema
2024-11-06,15:20,tarde,13,4.9487,Post ML - Crema
2024-11-06,15:20,tarde,14,4.3901,Post ML - Crema
2024-11-06,15:20,tarde,15,4.6007,Post ML - Crema
2024-11-06,15:20,tarde,16,3.9027,Post ML - Crema
2024-11-06,15:30,tarde,1,4.4032,Post ML - Crema
2024-11-06,15:30,tarde,2,4.3689,Post ML - Crema
2024-11-06,15:30,tarde,3,3.9943,Post ML - Crema
2024-11-06,15:30,tarde,4,4.7733,Post ML - Crema
2024-11-06,15:30,tarde,5,4.7671,Post ML - Crema
2024-11-06,15:30,tarde,6,4.7376,Post ML - Crema
2024-11-06,15:30,tarde,7,5.2282,Post ML - Crema
2024-11-06,15:30,tarde,8,5.1827,Post ML - Crema
2024-11-06,15:30,tarde,9,4.234,Post ML - Crema
2024-11-06,15:30,tarde,10,4.623,Post ML - Crema
2024-11-06,15:30,tarde,11,4.1047,Post ML - Crema
2024-11-06,15:30,tarde,12,4.4411,Post ML - Crema
2024-11-06,15:30,tarde,13,4.1171,Post ML - Crema
2024-11-06,15:30,tarde,14,5.166,Post ML - Crema
2024-11-06,15:30,tarde,15,4.3872,Post ML - Crema
2024-11-06,15:30,tarde,16,4.0135,Post ML - Crema
2024-11-06,22:00,noche,1,4.9207,Post ML - Crema
2024-11-06,22:00,noche,2,3.1713,Post ML - Crema
2024-11-06,22:00,noche,3,3.2527,Post ML - Crema
2024-11-06,22:00,noche,4,4.7138,Post ML - Crema
2024-11-06,22:00,noche,5,4.3314,Post ML - Crema
2024-11-06,22:00,noche,6,4.4302,Post ML - Crema
2024-11-06,22:00,noche,7,3.6103,Post ML - Crema
2024-11-06,22:00,noche,8,4.2879,Post ML - Crema
2024-11-06,22:00,noche,9,5.3418,Post ML - Crema
2024-11-06,22:00,noche,10,4.7286,Post ML - Crema
2024-11-06,22:00,noche,11,4.3882,Post ML - Crema
2024-11-06,22:00,noche,12,4.0717,Post ML - Crema
2024-11-06,22:00,noche,13,4.0948,Post ML - Crema
2024-11-06,22:00,noche,14,3.129,Post ML - Crema
2024-11-06,22:00,noche,15,4.2123,Post ML - Crema
2024-11-06,22:00,noche,16,4.4079,Post ML - Crema
2024-11-06,22:10,noche,1,3.4807,Post ML - Crema
2024-11-06,22:10,noche,2,3.9561,Post ML - Crema
2024-11-06,22:10,noche,3,3.6981,Post ML - Crema
2024-11-06,22:10,noche,4,3.798,Post ML - Crema
2024-11-06,22:10,noche,5,4.3278,Post ML - Crema
2024-11-06,22:10,noche,6,3.2161,Post ML - Crema
2024-11-06,22:10,noche,7,4.6194,Post ML - Crema
2024-11-06,22:10,noche,8,4.692,Post ML - Crema
2024-11-06,22:10,noche,9,4.1694,Post ML - Crema
2024-11-06,22:10,noche,10,3.01,Post ML - Crema
2024-11-06,22:10,noche,11,3.7819,Post ML - Crema
2024-11-06,22:10,noche,12,4.9411,Post ML - Crema
2024-11-06,22:10,noche,13,2.8554,Post ML - Crema
2024-11-06,22:10,noche,14,4.0369,Post ML - Crema
2024-11-06,22:10,noche,15,3.5021,Post ML - Crema
2024-11-06,22:10,noche,16,4.3881,Post ML - Crema
2024-11-06,22:20,noche,1,3.9489,Post ML - Crema
2024-11-06,22:20,noche,2,4.5101,Post ML - Crema
2024-11-06,22:20,noche,3,4.594,Post ML - Crema
2024-11-06,22:20,noche,4,5.2548,Post ML - Crema
2024-11-06,22:20,noche,5,4.1945,Post ML - Crema
2024-11-06,22:20,noche,6,4.4955,Post ML - Crema
2024-11-06,22:20,noche,7,3.5278,Post ML - Crema
2024-11-06,22:20,noche,8,4.919,Post ML - Crema
2024-11-06,22:20,noche,9,3.9045,Post ML - Crema
2024-11-06,22:20,noche,10,4.0084,Post ML - Crema
2024-11-06,22:20,noche,11,4.2884,Post ML - Crema
2024-11-06,22:20,noche,12,3.4873,Post ML - Crema
2024-11-06,22:20,noche,13,4.419,Post ML - Crema
2024-11-06,22:20,noche,14,4.707,Post ML - Crema
2024-11-06,22:20,noche,15,4.2297,Post ML - Crema
2024-11-06,22:20,noche,16,3.2306,Post ML - Crema
2024-11-06,22:30,noche,1,4.2356,Post ML - Crema
2024-11-06,22:30,noche,2,4.6859,Post ML - Crema
2024-11-06,22:30,noche,3,3.3234,Post ML - Crema
2024-11-06,22:30,noche,4,3.7411,Post ML - Crema
2024-11-06,22:30,noche,5,4.7558,Post ML - Crema
2024-11-06,22:30,noche,6,4.4404,Post ML - Crema
2024-11-06,22:30,noche,7,4.5142,Post ML - Crema
2024-11-06,22:30,noche,8,5.2669,Post ML - Crema
2024-11-06,22:30,noche,9,4.5436,Post ML - Crema
2024-11-06,22:30,noche,10,4.6421,Post ML - Crema
2024-11-06,22:30,noche,11,5.7096,Post ML - Crema
2024-11-06,22:30,noche,12,4.1888,Post ML - Crema
2024-11-06,22:30,noche,13,3.8851,Post ML - Crema
2024-11-06,22:30,noche,14,4.432,Post ML - Crema
2024-11-06,22:30,noche,15,4.3019,Post ML - Crema
2024-11-06,22:30,noche,16,3.7443,Post ML - Crema
2024-11-06,22:40,noche,1,3.7632,Post ML - Crema
2024-11-06,22:40,noche,2,5.5011,Post ML - Crema
2024-11-06,22:40,noche,3,4.47,Post ML - Crema
2024-11-06,22:40,noche,4,3.9192,Post ML - Crema
2024-11-06,22:40,noche,5,4.7763,Post ML - Crema
2024-11-06,22:40,noche,6,4.2432,Post ML - Crema
2024-11-06,22:40,noche,7,4.1685,Post ML - Crema
2024-11-06,22:40,noche,8,4.5924,Post ML - Crema
2024-11-06,22:40,noche,9,3.6282,Post ML - Crema
2024-11-06,22:40,noche,10,4.4834,Post ML - Crema
2024-11-06,22:40,noche,11,5.2947,Post ML - Crema
2024-11-06,22:40,noche,12,4.5424,Post ML - Crema
2024-11-06,22:40,noche,13,4.1044,Post ML - Crema
2024-11-06,22:40,noche,14,3.9556,Post ML - Crema
2024-11-06,22:40,noche,15,3.8823,Post ML - Crema
2024-11-06,22:40,noche,16,3.8762,Post ML - Crema
2024-11-06,22:50,noche,1,4.1035,Post ML - Crema
2024-11-06,22:50,noche,2,4.7765,Post ML - Crema
2024-11-06,22:50,noche,3,3.3987,Post ML - Crema
2024-11-06,22:50,noche,4,4.7482,Post ML - Crema
2024-11-06,22:50,noche,5,4.1026,Post ML - Crema
2024-11-06,22:50,noche,6,4.496,Post ML - Crema
2024-11-06,22:50,noche,7,3.714,Post ML - Crema
2024-11-06,22:50,noche,8,4.9909,Post ML - Crema
2024-11-06,22:50,noche,9,4.9477,Post ML - Crema
2024-11-06,22:50,noche,10,4.799,Post ML - Crema
2024-11-06,22:50,noche,11,3.5123,Post ML - Crema
2024-11-06,22:50,noche,12,4.7311,Post ML - Crema
2024-11-06,22:50,noche,13,4.5105,Post ML - Crema
2024-11-06,22:50,noche,14,3.396,Post ML - Crema
2024-11-06,22:50,noche,15,4.073,Post ML - Crema
2024-11-06,22:50,noche,16,4.1753,Post ML - Crema
2024-11-06,23:00,noche,1,4.5892,Post ML - Crema
2024-11-06,23:00,noche,2,4.3922,Post ML - Crema
2024-11-06,23:00,noche,3,4.4514,Post ML - Crema
2024-11-06,23:00,noche,4,5.0663,Post ML - Crema
2024-11-06,23:00,noche,5,4.9375,Post ML - Crema
2024-11-06,23:00,noche,6,2.8091,Post ML - Crema
2024-11-06,23:00,noche,7,4.1349,Post ML - Crema
2024-11-06,23:00,noche,8,4.2144,Post ML - Crema
2024-11-06,23:00,noche,9,3.3889,Post ML - Crema
2024-11-06,23:00,noche,10,4.349,Post ML - Crema
2024-11-06,23:00,noche,11,4.9494,Post ML - Crema
2024-11-06,23:00,noche,12,3.735,Post ML - Crema
2024-11-06,23:00,noche,13,4.4749,Post ML - Crema
2024-11-06,23:00,noche,14,3.7473,Post ML - Crema
2024-11-06,23:00,noche,15,3.7531,Post ML - Crema
2024-11-06,23:00,noche,16,4.7135,Post ML - Crema
2024-11-06,23:10,noche,1,4.0179,Post ML - Crema
2024-11-06,23:10,noche,2,4.5404,Post ML - Crema
2024-11-06,23:10,noche,3,3.327,Post ML - Crema
2024-11-06,23:10,noche,4,5.2684,Post ML - Crema
2024-11-06,23:10,noche,5,4.6134,Post ML - Crema
2024-11-06,23:10,noche,6,4.2051,Post ML - Crema
2024-11-06,23:10,noche,7,4.5993,Post ML - Crema
2024-11-06,23:10,noche,8,3.5669,Post ML - Crema
2024-11-06,23:10,noche,9,4.9149,Post ML - Crema
2024-11-06,23:10,noche,10,4.1315,Post ML - Crema
2024-11-06,23:10,noche,11,4.1939,Post ML - Crema
2024-11-06,23:10,noche,12,4.0443,Post ML - Crema
2024-11-06,23:10,noche,13,3.9981,Post ML - Crema
2024-11-06,23:10,noche,14,4.568,Post ML - Crema
2024-11-06,23:10,noche,15,4.2114,Post ML - Crema
2024-11-06,23:10,noche,16,4.3142,Post ML - Crema
2024-11-06,23:20,noche,1,4.2954,Post ML - Crema
2024-11-06,23:20,noche,2,4.5669,Post ML - Crema
2024-11-06,23:20,noche,3,4.0822,Post ML - Crema
2024-11-06,23:20,noche,4,5.4595,Post ML - Crema
2024-11-06,23:20,noche,5,3.4847,Post ML - Crema
2024-11-06,23:20,noche,6,4.9557,Post ML - Crema
2024-11-06,23:20,noche,7,5.0113,Post ML - Crema
2024-11-06,23:20,noche,8,3.8569,Post ML - Crema
2024-11-06,23:20,noche,9,5.4592,Post ML - Crema
2024-11-06,23:20,noche,10,4.8177,Post ML - Crema
2024-11-06,23:20,noche,11,4.805,Post ML - Crema
2024-11-06,23:20,noche,12,4.3146,Post ML - Crema
2024-11-06,23:20,noche,13,4.187,Post ML - Crema
2024-11-06,23:20,noche,14,4.1073,Post ML - Crema
2024-11-06,23:20,noche,15,4.2779,Post ML - Crema
2024-11-06,23:20,noche,16,4.6766,Post ML - Crema
2024-11-06,23:30,noche,1,4.3943,Post ML - Crema
2024-11-06,23:30,noche,2,3.826,Post ML - Crema
2024-11-06,23:30,noche,3,4.7287,Post ML - Crema
2024-11-06,23:30,noche,4,4.779,Post ML - Crema
2024-11-06,23:30,noche,5,4.6404,Post ML - Crema
2024-11-06,23:30,noche,6,4.6877,Post ML - Crema
2024-11-06,23:30,noche,7,4.1591,Post ML - Crema
2024-11-06,23:30,noche,8,3.8169,Post ML - Crema
2024-11-06,23:30,noche,9,3.8485,Post ML - Crema
2024-11-06,23:30,noche,10,3.4496,Post ML - Crema
2024-11-06,23:30,noche,11,4.4232,Post ML - Crema
2024-11-06,23:30,noche,12,4.2566,Post ML - Crema
2024-11-06,23:30,noche,13,4.0712,Post ML - Crema
2024-11-06,23:30,noche,14,2.7078,Post ML - Crema
2024-11-06,23:30,noche,15,3.4688,Post ML - Crema
2024-11-06,23:30,noche,16,4.541,Post ML - Crema
2024-11-07,06:00,mañana,1,3.9544,Post ML - Crema
2024-11-07,06:00,mañana,2,4.4875,Post ML - Crema
2024-11-07,06:00,mañana,3,3.5768,Post ML - Crema
2024-11-07,06:00,mañana,4,5.0481,Post ML - Crema
2024-11-07,06:00,mañana,5,4.2251,Post ML - Crema
2024-11-07,06:00,mañana,6,4.4508,Post ML - Crema
2024-11-07,06:00,mañana,7,5.5094,Post ML - Crema
2024-11-07,06:00,mañana,8,5.0885,Post ML - Crema
2024-11-07,06:00,mañana,9,4.1406,Post ML - Crema
2024-11-07,06:00,mañana,10,3.9915,Post ML - Crema
2024-11-07,06:00,mañana,11,4.1307,Post ML - Crema
2024-11-07,06:00,mañana,12,4.5651,Post ML - Crema
2024-11-07,06:00,mañana,13,4.2453,Post ML - Crema
2024-11-07,06:00,mañana,14,4.0126,Post ML - Crema
2024-11-07,06:00,mañana,15,4.8098,Post ML - Crema
2024-11-07,06:00,mañana,16,3.9438,Post ML - Crema
2024-11-07,06:10,mañana,1,5.4958,Post ML - Crema
2024-11-07,06:10,mañana,2,4.3472,Post ML - Crema
2024-11-07,06:10,mañana,3,5.2284,Post ML - Crema
2024-11-07,06:10,mañana,4,4.4858,Post ML - Crema
2024-11-07,06:10,mañana,5,4.8007,Post ML - Crema
2024-11-07,06:10,mañana,6,3.9232,Post ML - Crema
2024-11-07,06:10,mañana,7,3.856,Post ML - Crema
2024-11-07,06:10,mañana,8,4.539,Post ML - Crema
2024-11-07,06:10,mañana,9,4.814,Post ML - Crema
2024-11-07,06:10,mañana,10,4.3209,Post ML - Crema
2024-11-07,06:10,mañana,11,3.6311,Post ML - Crema
2024-11-07,06:10,mañana,12,3.5927,Post ML - Crema
2024-11-07,06:10,mañana,13,3.5579,Post ML - Crema
2024-11-07,06:10,mañana,14,3.3132,Post ML - Crema
2024-11-07,06:10,mañana,15,4.1391,Post ML - Crema
2024-11-07,06:10,mañana,16,4.5431,Post ML - Crema
2024-11-07,06:20,mañana,1,4.293,Post ML - Crema
2024-11-07,06:20,mañana,2,3.1246,Post ML - Crema
2024-11-07,06:20,mañana,3,4.2008,Post ML - Crema
2024-11-07,06:20,mañana,4,4.2153,Post ML - Crema
2024-11-07,06:20,mañana,5,5.3899,Post ML - Crema
2024-11-07,06:20,mañana,6,3.5423,Post ML - Crema
2024-11-07,06:20,mañana,7,4.0968,Post ML - Crema
2024-11-07,06:20,mañana,8,5.187,Post ML - Crema
2024-11-07,06:20,mañana,9,4.534,Post ML - Crema
2024-11-07,06:20,mañana,10,4.5929,Post ML - Crema
2024-11-07,06:20,mañana,11,4.3596,Post ML - Crema
2024-11-07,06:20,mañana,12,4.4716,Post ML - Crema
2024-11-07,06:20,mañana,13,4.7044,Post ML - Crema
2024-11-07,06:20,mañana,14,3.8015,Post ML - Crema
2024-11-07,06:20,mañana,15,4.5188,Post ML - Crema
2024-11-07,06:20,mañana,16,3.335,Post ML - Crema
2024-11-07,06:30,mañana,1,4.4708,Post ML - Crema
2024-11-07,06:30,mañana,2,4.3929,Post ML - Crema
2024-11-07,06:30,mañana,3,3.9795,Post ML - Crema
2024-11-07,06:30,mañana,4,4.2882,Post ML - Crema
2024-11-07,06:30,mañana,5,3.9763,Post ML - Crema
2024-11-07,06:30,mañana,6,3.7427,Post ML - Crema
2024-11-07,06:30,mañana,7,4.1161,Post ML - Crema
2024-11-07,06:30,mañana,8,3.7259,Post ML - Crema
2024-11-07,06:30,mañana,9,4.4679,Post ML - Crema
2024-11-07,06:30,mañana,10,3.702,Post ML - Crema
2024-11-07,06:30,mañana,11,4.6702,Post ML - Crema
2024-11-07,06:30,mañana,12,3.6856,Post ML - Crema
2024-11-07,06:30,mañana,13,4.0055,Post ML - Crema
2024-11-07,06:30,mañana,14,3.8957,Post ML - Crema
2024-11-07,06:30,mañana,15,4.7396,Post ML - Crema
2024-11-07,06:30,mañana,16,4.1587,Post ML - Crema
2024-11-07,06:40,mañana,1,4.1899,Post ML - Crema
2024-11-07,06:40,mañana,2,4.5593,Post ML - Crema
2024-11-07,06:40,mañana,3,3.2043,Post ML - Crema
2024-11-07,06:40,mañana,4,4.2776,Post ML - Crema
2024-11-07,06:40,mañana,5,5.3387,Post ML - Crema
2024-11-07,06:40,mañana,6,4.3688,Post ML - Crema
2024-11-07,06:40,mañana,7,4.3353,Post ML - Crema
2024-11-07,06:40,mañana,8,4.585,Post ML - Crema
2024-11-07,06:40,mañana,9,4.7657,Post ML - Crema
2024-11-07,06:40,mañana,10,3.2613,Post ML - Crema
2024-11-07,06:40,mañana,11,3.4252,Post ML - Crema
2024-11-07,06:40,mañana,12,4.4094,Post ML - Crema
2024-11-07,06:40,mañana,13,3.9283,Post ML - Crema
2024-11-07,06:40,mañana,14,4.8826,Post ML - Crema
2024-11-07,06:40,mañana,15,3.9293,Post ML - Crema
2024-11-07,06:40,mañana,16,3.0635,Post ML - Crema
2024-11-07,06:50,mañana,1,3.6406,Post ML - Crema
2024-11-07,06:50,mañana,2,2.8702,Post ML - Crema
2024-11-07,06:50,mañana,3,4.1783,Post ML - Crema
2024-11-07,06:50,mañana,4,4.202,Post ML - Crema
2024-11-07,06:50,mañana,5,4.0793,Post ML - Crema
2024-11-07,06:50,mañana,6,4.861,Post ML - Crema
2024-11-07,06:50,mañana,7,4.9232,Post ML - Crema
2024-11-07,06:50,mañana,8,4.2114,Post ML - Crema
2024-11-07,06:50,mañana,9,3.19,Post ML - Crema
2024-11-07,06:50,mañana,10,4.621,Post ML - Crema
2024-11-07,06:50,mañana,11,4.5888,Post ML - Crema
2024-11-07,06:50,mañana,12,4.4609,Post ML - Crema
2024-11-07,06:50,mañana,13,4.8104,Post ML - Crema
2024-11-07,06:50,mañana,14,3.6204,Post ML - Crema
2024-11-07,06:50,mañana,15,5.0773,Post ML - Crema
2024-11-07,06:50,mañana,16,3.535,Post ML - Crema
2024-11-07,07:00,mañana,1,4.6896,Post ML - Crema
2024-11-07,07:00,mañana,2,3.4226,Post ML - Crema
2024-11-07,07:00,mañana,3,3.8163,Post ML - Crema
2024-11-07,07:00,mañana,4,5.0885,Post ML - Crema
2024-11-07,07:00,mañana,5,4.1643,Post ML - Crema
2024-11-07,07:00,mañana,6,4.7368,Post ML - Crema
2024-11-07,07:00,mañana,7,4.4232,Post ML - Crema
2024-11-07,07:00,mañana,8,4.2454,Post ML - Crema
2024-11-07,07:00,mañana,9,5.0092,Post ML - Crema
2024-11-07,07:00,mañana,10,4.1769,Post ML - Crema
2024-11-07,07:00,mañana,11,3.374,Post ML - Crema
2024-11-07,07:00,mañana,12,3.8823,Post ML - Crema
2024-11-07,07:00,mañana,13,4.5866,Post ML - Crema
2024-11-07,07:00,mañana,14,4.4156,Post ML - Crema
2024-11-07,07:00,mañana,15,3.3109,Post ML - Crema
2024-11-07,07:00,mañana,16,3.6487,Post ML - Crema
2024-11-07,07:10,mañana,1,3.9975,Post ML - Crema
2024-11-07,07:10,mañana,2,4.11,Post ML - Crema
2024-11-07,07:10,mañana,3,3.5845,Post ML - Crema
2024-11-07,07:10,mañana,4,3.9732,Post ML - Crema
2024-11-07,07:10,mañana,5,3.9211,Post ML - Crema
2024-11-07,07:10,mañana,6,4.7012,Post ML - Crema
2024-11-07,07:10,mañana,7,4.7207,Post ML - Crema
2024-11-07,07:10,mañana,8,4.2242,Post ML - Crema
2024-11-07,07:10,mañana,9,4.0961,Post ML - Crema
2024-11-07,07:10,mañana,10,4.3728,Post ML - Crema
2024-11-07,07:10,mañana,11,3.8754,Post ML - Crema
2024-11-07,07:10,mañana,12,3.7036,Post ML - Crema
2024-11-07,07:10,mañana,13,3.8111,Post ML - Crema
2024-11-07,07:10,mañana,14,3.8905,Post ML - Crema
2024-11-07,07:10,mañana,15,3.5102,Post ML - Crema
2024-11-07,07:10,mañana,16,4.0774,Post ML - Crema
2024-11-07,07:20,mañana,1,4.6795,Post ML - Crema
2024-11-07,07:20,mañana,2,3.4747,Post ML - Crema
2024-11-07,07:20,mañana,3,4.3131,Post ML - Crema
2024-11-07,07:20,mañana,4,4.1856,Post ML - Crema
2024-11-07,07:20,mañana,5,4.4776,Post ML - Crema
2024-11-07,07:20,mañana,6,4.2933,Post ML - Crema
2024-11-07,07:20,mañana,7,3.5441,Post ML - Crema
2024-11-07,07:20,mañana,8,3.6436,Post ML - Crema
2024-11-07,07:20,mañana,9,4.3153,Post ML - Crema
2024-11-07,07:20,mañana,10,4.835,Post ML - Crema
2024-11-07,07:20,mañana,11,3.1486,Post ML - Crema
2024-11-07,07:20,mañana,12,4.4798,Post ML - Crema
2024-11-07,07:20,mañana,13,4.9186,Post ML - Crema
2024-11-07,07:20,mañana,14,4.136,Post ML - Crema
2024-11-07,07:20,mañana,15,4.3568,Post ML - Crema
2024-11-07,07:20,mañana,16,3.659,Post ML - Crema
2024-11-07,07:30,mañana,1,4.2379,Post ML - Crema
2024-11-07,07:30,mañana,2,3.4571,Post ML - Crema
2024-11-07,07:30,mañana,3,3.0809,Post ML - Crema
2024-11-07,07:30,mañana,4,4.7902,Post ML - Crema
2024-11-07,07:30,mañana,5,3.7878,Post ML - Crema
2024-11-07,07:30,mañana,6,4.0631,Post ML - Crema
2024-11-07,07:30,mañana,7,3.5791,Post ML - Crema
2024-11-07,07:30,mañana,8,3.5668,Post ML - Crema
2024-11-07,07:30,mañana,9,4.2096,Post ML - Crema
2024-11-07,07:30,mañana,10,3.9206,Post ML - Crema
2024-11-07,07:30,mañana,11,4.4965,Post ML - Crema
2024-11-07,07:30,mañana,12,4.5353,Post ML - Crema
2024-11-07,07:30,mañana,13,4.4668,Post ML - Crema
2024-11-07,07:30,mañana,14,4.3356,Post ML - Crema
2024-11-07,07:30,mañana,15,4.8644,Post ML - Crema
2024-11-07,07:30,mañana,16,3.4827,Post ML - Crema
2024-11-07,14:00,tarde,1,4.4004,Post ML - Crema
2024-11-07,14:00,tarde,2,5.018,Post ML - Crema
2024-11-07,14:00,tarde,3,5.0866,Post ML - Crema
2024-11-07,14:00,tarde,4,3.6897,Post ML - Crema
2024-11-07,14:00,tarde,5,4.2666,Post ML - Crema
2024-11-07,14:00,tarde,6,5.1352,Post ML - Crema
2024-11-07,14:00,tarde,7,4.6932,Post ML - Crema
2024-11-07,14:00,tarde,8,4.5305,Post ML - Crema
2024-11-07,14:00,tarde,9,4.3158,Post ML - Crema
2024-11-07,14:00,tarde,10,4.2294,Post ML - Crema
2024-11-07,14:00,tarde,11,4.5789,Post ML - Crema
2024-11-07,14:00,tarde,12,4.2978,Post ML - Crema
